org,mat,evento,dtEnt,hrEnt,dtSai,hrSai,dtCon,hrCon
ibatj,1270,2024-04-07 18:20:00.000000 UTC,2024-04-07,18:20,,,,
ibatj,1441,2024-04-07 18:20:00.000000 UTC,2024-04-07,18:15,,,,
ibatj,1442,2024-04-07 18:20:00.000000 UTC,2024-04-07,18:48,,,,
ibatj,1441,2024-04-10 20:02:00.000000 UTC,2024-04-10,19:51,,,2024-04-10,22:04
ibatj,1033,2024-04-21 09:51:00.000000 UTC,2024-04-21,10:11,,,,
ibatj,1052,2024-04-21 09:51:00.000000 UTC,2024-04-21,10:25,2024-04-21,12:26,2024-04-21,12:26
ibatj,1140,2024-04-21 09:51:00.000000 UTC,2024-04-21,09:50,2024-04-21,12:26,2024-04-21,12:26
ibatj,1185,2024-04-21 09:51:00.000000 UTC,2024-04-21,10:06,,,,
ibatj,1298,2024-04-21 09:51:00.000000 UTC,2024-04-21,10:10,,,,
ibatj,1343,2024-04-21 09:51:00.000000 UTC,2024-04-21,09:52,,,,
ibatj,1347,2024-04-21 09:51:00.000000 UTC,2024-04-21,09:46,2024-04-21,12:21,2024-04-21,12:21
ibatj,1356,2024-04-21 09:51:00.000000 UTC,2024-04-21,10:16,2024-04-21,12:23,2024-04-21,12:23
ibatj,1061,2024-04-21 18:08:00.000000 UTC,2024-04-21,18:29,,,,
ibatj,1096,2024-04-21 18:08:00.000000 UTC,2024-04-21,18:16,2024-04-21,20:51,2024-04-21,20:51
ibatj,1196,2024-04-21 18:08:00.000000 UTC,2024-04-21,18:07,,,,
ibatj,1262,2024-04-21 18:08:00.000000 UTC,2024-04-21,18:15,,,,
ibatj,1270,2024-04-21 18:08:00.000000 UTC,2024-04-21,18:31,2024-04-21,20:46,2024-04-21,20:46
ibatj,1431,2024-04-21 18:08:00.000000 UTC,2024-04-21,18:31,2024-04-21,20:47,2024-04-21,20:47
ibatj,1456,2024-04-21 18:08:00.000000 UTC,2024-04-21,18:19,2024-04-21,20:46,2024-04-21,20:46
ibatj,1459,2024-04-21 18:08:00.000000 UTC,2024-04-21,18:23,2024-04-21,20:47,2024-04-21,20:47
ibatj,1464,2024-04-21 18:08:00.000000 UTC,2024-04-21,19:06,,,,
ibatj,1320,2024-04-24 19:50:00.000000 UTC,2024-04-24,20:00,2024-04-24,21:45,2024-04-24,21:45
ibatj,1029,2024-04-28 10:00:00.000000 UTC,2024-04-28,09:57,,,,
ibatj,1058,2024-04-28 10:00:00.000000 UTC,2024-04-28,10:02,,,,
ibatj,1060,2024-04-28 10:00:00.000000 UTC,2024-04-28,10:10,,,,
ibatj,1087,2024-04-28 10:00:00.000000 UTC,2024-04-28,10:54,,,,
ibatj,1090,2024-04-28 10:00:00.000000 UTC,2024-04-28,10:17,,,,
ibatj,1152,2024-04-28 10:00:00.000000 UTC,2024-04-28,10:02,,,,
ibatj,1246,2024-04-28 10:00:00.000000 UTC,2024-04-28,09:48,,,,
ibatj,1255,2024-04-28 10:00:00.000000 UTC,2024-04-28,10:04,,,,
ibatj,1256,2024-04-28 10:00:00.000000 UTC,2024-04-28,10:04,,,,
ibatj,1320,2024-04-28 10:00:00.000000 UTC,2024-04-28,09:40,,,,
ibatj,1373,2024-04-28 10:00:00.000000 UTC,2024-04-28,10:04,,,,
ibatj,1452,2024-04-28 10:00:00.000000 UTC,2024-04-28,11:24,,,,
ibatj,1453,2024-04-28 10:00:00.000000 UTC,2024-04-28,10:32,,,,
ibatj,1454,2024-04-28 10:00:00.000000 UTC,2024-04-28,10:20,,,,
ibatj,1465,2024-04-28 10:00:00.000000 UTC,2024-04-28,09:57,,,,
ibatj,1466,2024-04-28 10:00:00.000000 UTC,2024-04-28,09:51,,,,
ibatj,1468,2024-04-28 10:00:00.000000 UTC,2024-04-28,09:57,,,,
ibatj,1041,2024-04-28 18:30:00.000000 UTC,2024-04-28,18:04,,,,
ibatj,1083,2024-04-28 18:30:00.000000 UTC,2024-04-28,18:19,,,,
ibatj,1190,2024-04-28 18:30:00.000000 UTC,2024-04-28,18:35,,,,
ibatj,1258,2024-04-28 18:30:00.000000 UTC,2024-04-28,18:25,,,,
ibatj,1343,2024-04-28 18:30:00.000000 UTC,2024-04-28,18:23,,,,
ibatj,1474,2024-04-28 18:30:00.000000 UTC,2024-04-28,18:26,,,,
ibatj,1478,2024-04-28 18:30:00.000000 UTC,2024-04-28,18:48,,,,
ibatj,1479,2024-04-28 18:30:00.000000 UTC,2024-04-28,18:56,,,,
ibatj,1234,2024-05-01 12:00:00.000000 UTC,2024-05-01,11:41,,,,
ibatj,1079,2024-05-01 20:00:00.000000 UTC,2024-05-01,20:11,2024-05-01,21:51,2024-05-01,21:51
ibatj,1082,2024-05-01 20:00:00.000000 UTC,2024-05-01,19:50,2024-05-01,21:51,2024-05-01,21:51
ibatj,1014,2024-05-05 09:20:00.000000 UTC,2024-05-05,12:40,2024-05-05,12:45,,
ibatj,1029,2024-05-05 09:20:00.000000 UTC,2024-05-05,09:52,,,,
ibatj,1082,2024-05-05 09:20:00.000000 UTC,2024-05-05,10:23,,,,
ibatj,1284,2024-05-05 09:20:00.000000 UTC,2024-05-05,09:55,,,,
ibatj,1403,2024-05-05 09:20:00.000000 UTC,2024-05-05,10:06,,,,
ibatj,1438,2024-05-05 09:20:00.000000 UTC,2024-05-05,10:29,,,,
ibatj,1063,2024-05-05 18:00:00.000000 UTC,2024-05-05,19:04,,,,
ibatj,1096,2024-05-05 18:00:00.000000 UTC,2024-05-05,18:24,,,,
ibatj,1129,2024-05-05 18:00:00.000000 UTC,2024-05-05,18:30,,,,
ibatj,1140,2024-05-05 18:00:00.000000 UTC,2024-05-05,18:18,,,,
ibatj,1258,2024-05-05 18:00:00.000000 UTC,2024-05-05,18:10,,,,
ibatj,1040,2024-05-12 10:00:00.000000 UTC,2024-05-12,09:58,,,,
ibatj,1070,2024-05-12 10:00:00.000000 UTC,2024-05-12,10:10,,,,
ibatj,1073,2024-05-12 10:00:00.000000 UTC,2024-05-12,09:41,2024-05-12,11:45,2024-05-12,11:45
ibatj,1082,2024-05-12 10:00:00.000000 UTC,2024-05-12,09:41,2024-05-12,11:45,2024-05-12,11:45
ibatj,1116,2024-05-12 10:00:00.000000 UTC,2024-05-12,09:54,,,,
ibatj,1133,2024-05-12 10:00:00.000000 UTC,2024-05-12,09:53,2024-05-12,11:42,2024-05-12,11:42
ibatj,1140,2024-05-12 10:00:00.000000 UTC,2024-05-12,09:39,2024-05-12,11:48,2024-05-12,11:48
ibatj,1193,2024-05-12 10:00:00.000000 UTC,2024-05-12,09:39,,,2024-05-12,11:51
ibatj,1216,2024-05-12 10:00:00.000000 UTC,2024-05-12,10:14,2024-05-12,11:45,2024-05-12,11:45
ibatj,1217,2024-05-12 10:00:00.000000 UTC,2024-05-12,10:13,2024-05-12,11:44,2024-05-12,11:44
ibatj,1298,2024-05-12 10:00:00.000000 UTC,2024-05-12,10:22,,,,
ibatj,1454,2024-05-12 10:00:00.000000 UTC,2024-05-12,09:33,2024-05-12,11:47,2024-05-12,11:47
ibatj,1466,2024-05-12 10:00:00.000000 UTC,2024-05-12,10:17,2024-05-12,11:46,2024-05-12,11:46
ibatj,1491,2024-05-12 10:00:00.000000 UTC,2024-05-12,10:26,2024-05-12,11:44,2024-05-12,11:44
ibatj,1031,2024-05-12 18:30:00.000000 UTC,2024-05-12,19:00,2024-05-12,20:03,2024-05-12,20:03
ibatj,1079,2024-05-12 18:30:00.000000 UTC,2024-05-12,18:29,2024-05-12,20:07,2024-05-12,20:07
ibatj,1137,2024-05-12 18:30:00.000000 UTC,2024-05-12,18:32,,,,
ibatj,1247,2024-05-12 18:30:00.000000 UTC,2024-05-12,18:29,2024-05-12,20:05,2024-05-12,20:05
ibatj,1355,2024-05-12 18:30:00.000000 UTC,2024-05-12,19:01,,,,
ibatj,1462,2024-05-12 18:30:00.000000 UTC,2024-05-12,18:32,2024-05-12,20:01,2024-05-12,20:01
ibatj,1309,2024-05-15 20:00:00.000000 UTC,2024-05-15,20:05,,,,
ibatj,1007,2024-05-19 09:21:00.000000 UTC,2024-05-19,10:01,2024-05-19,12:22,2024-05-19,12:22
ibatj,1029,2024-05-19 09:21:00.000000 UTC,2024-05-19,10:00,2024-05-19,12:30,2024-05-19,12:30
ibatj,1061,2024-05-19 09:21:00.000000 UTC,2024-05-19,10:09,,,,
ibatj,1128,2024-05-19 09:21:00.000000 UTC,2024-05-19,10:38,,,,
ibatj,1129,2024-05-19 09:21:00.000000 UTC,2024-05-19,10:38,2024-05-19,12:30,2024-05-19,12:30
ibatj,1133,2024-05-19 09:21:00.000000 UTC,2024-05-19,09:43,2024-05-19,12:19,2024-05-19,12:19
ibatj,1140,2024-05-19 09:21:00.000000 UTC,2024-05-19,09:45,2024-05-19,12:30,2024-05-19,12:30
ibatj,1143,2024-05-19 09:21:00.000000 UTC,2024-05-19,10:16,,,,
ibatj,1256,2024-05-19 09:21:00.000000 UTC,2024-05-19,09:50,,,,
ibatj,1320,2024-05-19 09:21:00.000000 UTC,2024-05-19,09:49,2024-05-19,12:31,2024-05-19,12:31
ibatj,1356,2024-05-19 09:21:00.000000 UTC,2024-05-19,10:24,2024-05-19,12:30,2024-05-19,12:30
ibatj,1509,2024-05-19 09:21:00.000000 UTC,2024-05-19,10:14,,,,
ibatj,1031,2024-05-19 18:00:00.000000 UTC,2024-05-19,18:57,,,,
ibatj,1513,2024-05-19 18:00:00.000000 UTC,2024-05-19,18:55,,,,
ibatj,1436,2024-05-22 19:00:00.000000 UTC,2024-05-22,19:35,2024-05-22,21:45,,
ibatj,1204,2024-05-26 10:00:00.000000 UTC,2024-05-26,10:26,2024-05-26,11:55,2024-05-26,11:55
ibatj,1055,2024-05-26 18:30:00.000000 UTC,2024-05-26,19:11,2024-05-26,20:23,2024-05-26,20:23
ibatj,1066,2024-05-26 18:30:00.000000 UTC,2024-05-26,18:27,,,,
ibatj,1149,2024-05-26 18:30:00.000000 UTC,2024-05-26,19:02,,,,
ibatj,1152,2024-05-26 18:30:00.000000 UTC,2024-05-26,18:28,,,,
ibatj,1478,2024-05-26 18:30:00.000000 UTC,2024-05-26,19:04,,,,
ibatj,1031,2024-05-29 19:45:00.000000 UTC,2024-05-29,20:29,2024-05-29,21:56,2024-05-29,21:56
ibatj,1083,2024-05-29 19:45:00.000000 UTC,2024-05-29,20:13,2024-05-29,21:53,2024-05-29,21:53
ibatj,1014,2024-06-02 09:20:00.000000 UTC,2024-06-02,10:40,,,,
ibatj,1064,2024-06-02 09:20:00.000000 UTC,2024-06-02,10:09,,,,
ibatj,1133,2024-06-02 09:20:00.000000 UTC,2024-06-02,10:08,,,,
ibatj,1228,2024-06-02 09:20:00.000000 UTC,2024-06-02,10:02,,,,
ibatj,1284,2024-06-02 09:20:00.000000 UTC,2024-06-02,10:06,,,,
ibatj,1314,2024-06-02 09:20:00.000000 UTC,2024-06-02,10:10,,,,
ibatj,1347,2024-06-02 09:20:00.000000 UTC,2024-06-02,10:16,,,,
ibatj,1506,2024-06-02 09:20:00.000000 UTC,2024-06-02,10:07,,,,
ibatj,1537,2024-06-02 09:20:00.000000 UTC,2024-06-02,11:28,,,,
ibatj,1197,2024-06-02 17:30:00.000000 UTC,2024-06-02,18:23,,,,
ibatj,1298,2024-06-02 17:30:00.000000 UTC,2024-06-02,18:33,,,,
ibatj,1436,2024-06-02 17:30:00.000000 UTC,2024-06-02,18:31,,,,
ibatj,1538,2024-06-02 17:30:00.000000 UTC,2024-06-02,18:41,,,,
ibatj,1063,2024-06-05 07:00:00.000000 UTC,2024-06-05,20:13,,,,
ibatj,1034,2024-06-09 10:00:00.000000 UTC,2024-06-09,09:55,2024-06-09,12:27,2024-06-09,12:27
ibatj,1036,2024-06-09 10:00:00.000000 UTC,2024-06-09,11:16,2024-06-09,12:23,2024-06-09,12:23
ibatj,1471,2024-06-09 10:00:00.000000 UTC,2024-06-09,10:30,2024-06-09,12:19,2024-06-09,12:19
ibatj,1539,2024-06-09 10:00:00.000000 UTC,2024-06-09,09:59,2024-06-09,12:20,2024-06-09,12:20
ibatj,1031,2024-06-09 18:30:00.000000 UTC,2024-06-09,18:31,,,,
ibatj,1055,2024-06-09 18:30:00.000000 UTC,2024-06-09,19:32,,,,
ibatj,1272,2024-06-09 18:30:00.000000 UTC,2024-06-09,18:50,,,,
ibatj,1358,2024-06-09 18:30:00.000000 UTC,2024-06-09,18:44,,,,
ibatj,1541,2024-06-09 18:30:00.000000 UTC,2024-06-09,18:20,,,,
ibatj,1557,2024-06-09 18:30:00.000000 UTC,2024-06-09,18:44,,,,
ibatj,1558,2024-06-09 18:30:00.000000 UTC,2024-06-09,18:47,,,,
ibatj,1014,2024-06-16 09:00:00.000000 UTC,2024-06-16,09:59,2024-06-16,12:21,2024-06-16,12:21
ibatj,1018,2024-06-16 09:00:00.000000 UTC,2024-06-16,10:48,2024-06-16,12:15,2024-06-16,12:15
ibatj,1159,2024-06-16 09:00:00.000000 UTC,2024-06-16,10:09,2024-06-16,12:22,2024-06-16,12:22
ibatj,1246,2024-06-16 09:00:00.000000 UTC,2024-06-16,09:57,,,,
ibatj,1256,2024-06-16 09:00:00.000000 UTC,2024-06-16,10:00,,,,
ibatj,1309,2024-06-16 09:00:00.000000 UTC,2024-06-16,09:25,,,,
ibatj,1506,2024-06-16 09:00:00.000000 UTC,2024-06-16,09:46,2024-06-16,12:25,2024-06-16,12:25
ibatj,1560,2024-06-16 09:00:00.000000 UTC,2024-06-16,10:00,,,,
ibatj,1561,2024-06-16 09:00:00.000000 UTC,2024-06-16,10:00,,,,
ibatj,1564,2024-06-16 09:00:00.000000 UTC,2024-06-16,10:15,,,,
ibatj,1565,2024-06-16 09:00:00.000000 UTC,2024-06-16,10:16,2024-06-16,12:21,2024-06-16,12:21
ibatj,1566,2024-06-16 09:00:00.000000 UTC,2024-06-16,10:30,,,,
ibatj,1568,2024-06-16 09:00:00.000000 UTC,2024-06-16,10:37,,,,
ibatj,1569,2024-06-16 09:00:00.000000 UTC,2024-06-16,11:04,2024-06-16,12:19,2024-06-16,12:19
ibatj,1024,2024-06-16 18:00:00.000000 UTC,2024-06-16,17:40,,,,
ibatj,1073,2024-06-16 18:00:00.000000 UTC,2024-06-16,18:26,,,,
ibatj,1087,2024-06-16 18:00:00.000000 UTC,2024-06-16,18:53,,,,
ibatj,1127,2024-06-16 18:00:00.000000 UTC,2024-06-16,18:52,2024-06-16,20:43,2024-06-16,20:43
ibatj,1446,2024-06-16 18:00:00.000000 UTC,2024-06-16,18:24,2024-06-16,20:36,2024-06-16,20:36
ibatj,1572,2024-06-16 18:00:00.000000 UTC,2024-06-16,18:43,,,,
ibatj,1573,2024-06-16 18:00:00.000000 UTC,2024-06-16,18:49,,,,
ibatj,1055,2024-06-19 19:45:00.000000 UTC,2024-06-19,20:21,,,,
ibatj,1073,2024-06-19 19:45:00.000000 UTC,2024-06-19,20:01,,,,
ibatj,1133,2024-06-19 19:45:00.000000 UTC,2024-06-19,19:56,,,,
ibatj,1197,2024-06-19 19:45:00.000000 UTC,2024-06-19,19:55,2024-06-19,21:29,2024-06-19,21:29
ibatj,1247,2024-06-19 19:45:00.000000 UTC,2024-06-19,20:59,,,,
ibatj,1014,2024-06-23 10:00:00.000000 UTC,2024-06-23,10:56,2024-06-23,12:14,2024-06-23,12:14
ibatj,1060,2024-06-23 10:00:00.000000 UTC,2024-06-23,11:13,,,,
ibatj,1063,2024-06-23 10:00:00.000000 UTC,2024-06-23,10:41,,,,
ibatj,1217,2024-06-23 10:00:00.000000 UTC,2024-06-23,10:34,2024-06-23,12:11,2024-06-23,12:11
ibatj,1054,2024-06-23 18:30:00.000000 UTC,2024-06-23,18:33,2024-06-23,20:31,2024-06-23,20:31
ibatj,1133,2024-06-23 18:30:00.000000 UTC,2024-06-23,18:39,,,,
ibatj,1272,2024-06-23 18:30:00.000000 UTC,2024-06-24,05:17,2024-06-23,20:30,2024-06-23,20:30
ibatj,1526,2024-06-23 18:30:00.000000 UTC,2024-06-23,17:29,,,,
ibatj,1083,2024-06-26 18:55:00.000000 UTC,2024-06-26,20:16,2024-06-26,21:49,2024-06-26,21:49
ibatj,1580,2024-06-26 18:55:00.000000 UTC,2024-06-26,20:00,,,,
ibatj,1584,2024-06-26 18:55:00.000000 UTC,2024-06-26,20:23,,,,
ibavr,31,2023-06-11 18:00:00.000000 UTC,,,2023-06-11,20:18,,
ibavr,8,2023-06-11 18:00:00.000000 UTC,2023-06-11,17:58,2023-06-11,20:19,,
ibavr,24,2023-06-25 18:00:00.000000 UTC,2023-06-25,18:55,2023-06-25,20:03,,
ibavr,34,2023-06-25 18:00:00.000000 UTC,2023-06-25,18:10,2023-06-25,20:02,,
ibavr,36,2023-06-25 18:00:00.000000 UTC,2023-06-25,18:01,2023-06-25,18:01,2023-06-25,18:02
ibavr,51,2023-06-25 18:00:00.000000 UTC,2023-06-25,18:06,2023-06-25,20:03,,
ibavr,36,2023-07-02 18:00:00.000000 UTC,2023-07-02,17:58,2023-07-02,20:31,2023-07-02,21:05
ibavr,53,2023-07-02 18:00:00.000000 UTC,2023-07-02,17:52,2023-07-02,20:31,,
ibavr,54,2023-07-02 18:00:00.000000 UTC,2023-07-02,17:51,2023-07-02,20:30,,
ibavr,24,2023-07-09 18:00:00.000000 UTC,2023-07-09,18:28,2023-07-09,19:51,,
ibavr,43,2023-07-09 18:00:00.000000 UTC,2023-07-16,17:59,,,,
ibavr,58,2023-07-09 18:00:00.000000 UTC,2023-07-09,18:01,,,,
ibavr,60,2023-07-09 18:00:00.000000 UTC,2023-07-09,18:11,,,,
ibavr,74,2023-07-23 18:00:00.000000 UTC,2023-07-23,18:27,,,,
ibavr,76,2023-07-23 18:00:00.000000 UTC,2023-07-23,18:29,,,,
ibavr,43,2023-07-30 18:00:00.000000 UTC,2023-07-30,17:48,2023-07-30,20:40,2023-07-30,21:08
ibavr,34,2023-08-06 18:00:00.000000 UTC,2023-08-06,18:28,2023-08-06,20:19,,
ibavr,36,2023-08-06 18:00:00.000000 UTC,2023-08-06,18:04,2023-08-06,20:18,2023-08-06,21:23
ibavr,42,2023-08-06 18:00:00.000000 UTC,2023-08-06,17:55,2023-08-06,20:18,2023-08-06,20:22
ibavr,43,2023-08-06 18:00:00.000000 UTC,2023-08-06,17:55,2023-08-06,20:17,2023-08-06,20:22
ibavr,79,2023-08-06 18:00:00.000000 UTC,2023-08-06,18:30,2023-08-06,20:15,,
ibavr,36,2023-08-13 18:00:00.000000 UTC,2023-08-13,18:00,2023-08-13,20:15,,
ibavr,89,2023-08-13 18:00:00.000000 UTC,2023-08-13,18:13,,,,
ibavr,90,2023-08-27 18:00:00.000000 UTC,2023-08-27,17:46,2023-08-27,20:06,,
ibavr,36,2023-09-03 18:00:00.000000 UTC,2023-09-03,18:23,2023-09-03,20:19,,
ibavr,43,2023-09-03 18:00:00.000000 UTC,2023-09-03,17:55,2023-09-03,20:19,2023-09-03,20:19
ibavr,91,2023-09-03 18:00:00.000000 UTC,2023-09-03,18:18,,,,
ibavr,92,2023-09-03 18:00:00.000000 UTC,2023-09-03,18:15,2023-09-03,20:18,,
ibavr,34,2023-09-10 18:00:00.000000 UTC,2023-09-10,18:20,2023-09-10,19:56,,
ibavr,7,2023-09-10 18:00:00.000000 UTC,2023-09-10,19:29,2023-09-10,19:56,,
ibavr,31,2023-09-17 18:00:00.000000 UTC,2023-09-17,18:10,,,2023-09-17,20:08
ibavr,43,2023-09-17 18:00:00.000000 UTC,2023-09-17,17:42,,,2023-09-17,21:19
ibavr,99,2023-09-17 18:00:00.000000 UTC,2023-09-17,18:24,,,2023-09-17,20:04
ibavr,43,2023-09-24 18:00:00.000000 UTC,2023-09-24,17:48,,,2023-09-24,20:11
ibavr,34,2023-10-08 18:00:00.000000 UTC,2023-10-08,18:51,,,2023-10-08,22:20
ibavr,75,2023-10-08 18:00:00.000000 UTC,2023-10-08,18:21,,,2023-10-08,22:20
ibavr,102,2023-10-15 18:00:00.000000 UTC,2023-10-15,18:17,,,2023-10-15,20:56
ibavr,31,2023-10-15 18:00:00.000000 UTC,2023-10-15,17:58,,,2023-10-15,20:56
ibavr,56,2023-10-15 18:00:00.000000 UTC,2023-10-15,18:29,,,2023-10-15,20:56
ibavr,90,2023-10-15 18:00:00.000000 UTC,2023-10-15,18:49,,,2023-10-15,20:56
ibavr,105,2023-10-22 18:00:00.000000 UTC,2023-10-22,18:26,,,2023-10-22,20:14
ibavr,36,2023-10-22 18:00:00.000000 UTC,2023-10-22,17:55,,,2023-10-22,20:06
ibavr,107,2023-10-29 18:00:00.000000 UTC,2023-10-29,18:06,,,,
ibavr,34,2023-10-29 18:00:00.000000 UTC,2023-10-29,18:16,,,,
ibavr,69,2023-10-29 18:00:00.000000 UTC,2023-10-29,18:02,,,,
ibavr,111,2023-11-05 17:55:00.000000 UTC,2023-11-05,18:12,,,2023-11-05,20:11
ibavr,34,2023-11-05 17:55:00.000000 UTC,2023-11-05,18:16,,,2023-11-05,20:10
ibavr,7,2023-11-05 17:55:00.000000 UTC,2023-11-05,17:59,,,2023-11-05,20:11
ibavr,90,2023-11-05 17:55:00.000000 UTC,2023-11-05,19:17,,,2023-11-05,20:11
ibavr,42,2023-11-19 18:00:00.000000 UTC,2023-11-19,16:58,,,2023-11-19,20:10
ibavr,7,2023-11-19 18:00:00.000000 UTC,2023-11-19,17:58,,,2023-11-19,20:10
ibavr,56,2023-12-03 18:00:00.000000 UTC,2023-12-03,18:37,,,,
ibavr,34,2023-12-10 17:55:00.000000 UTC,2023-12-10,18:15,,,2023-12-10,19:51
ibavr,36,2023-12-10 17:55:00.000000 UTC,2023-12-10,17:54,,,2023-12-10,19:51
ibavr,74,2023-12-10 17:55:00.000000 UTC,2023-12-10,18:47,,,2023-12-10,19:51
ibavr,105,2024-01-07 18:04:00.000000 UTC,2024-01-07,18:08,,,,
ibavr,36,2024-01-07 18:04:00.000000 UTC,2024-01-07,18:09,,,,
ibavr,105,2024-01-21 18:00:00.000000 UTC,2024-01-21,18:23,,,2024-01-21,19:50
ibavr,33,2024-01-21 18:00:00.000000 UTC,2024-01-21,18:02,,,2024-01-21,19:50
ibavr,105,2024-01-28 18:00:00.000000 UTC,2024-01-28,18:01,,,2024-01-29,03:30
ibavr,42,2024-01-28 18:00:00.000000 UTC,2024-01-28,18:08,,,2024-01-29,03:29
ibavr,69,2024-02-18 17:55:00.000000 UTC,2024-02-18,18:21,,,2024-02-18,20:03
ibavr,116,2024-02-25 18:00:00.000000 UTC,2024-02-25,18:08,,,2024-02-25,20:12
ibavr,34,2024-02-25 18:00:00.000000 UTC,2024-02-25,18:11,,,2024-02-25,20:13
ibavr,69,2024-02-25 18:00:00.000000 UTC,2024-02-25,18:05,,,2024-02-25,20:12
ibavr,116,2024-03-03 17:55:00.000000 UTC,2024-03-03,18:13,,,2024-03-03,20:16
ibavr,74,2024-03-03 17:55:00.000000 UTC,2024-03-03,18:24,,,2024-03-03,20:17
ibavr,34,2024-03-10 17:45:00.000000 UTC,2024-03-10,18:11,,,2024-03-10,20:16
ibavr,42,2024-03-10 17:45:00.000000 UTC,2024-03-10,17:49,,,2024-03-10,20:16
ibavr,117,2024-03-24 18:00:00.000000 UTC,2024-03-24,18:18,,,,
ibavr,31,2024-04-07 18:07:00.000000 UTC,2024-04-07,18:10,,,2024-04-07,20:03
ibavr,42,2024-04-07 18:07:00.000000 UTC,2024-04-07,18:07,,,2024-04-07,20:03
ibavr,69,2024-04-14 17:56:00.000000 UTC,2024-04-14,18:29,,,,
ibavr,116,2024-04-28 18:00:00.000000 UTC,2024-04-28,18:34,,,,
ibavr,122,2024-04-28 18:00:00.000000 UTC,2024-04-28,18:32,,,,
ibavr,31,2024-04-28 18:00:00.000000 UTC,2024-04-28,17:50,,,,
ibavr,31,2024-05-12 18:00:00.000000 UTC,2024-05-12,18:16,,,,
ibavr,126,2024-05-19 18:00:00.000000 UTC,2024-05-19,17:44,,,,
ibavr,129,2024-05-19 18:00:00.000000 UTC,2024-05-19,18:07,,,,
ibavr,34,2024-05-19 18:00:00.000000 UTC,2024-05-19,18:14,,,,
ibavr,89,2024-05-19 18:00:00.000000 UTC,2024-05-19,17:55,,,,
ibavr,125,2024-06-02 18:00:00.000000 UTC,2024-06-02,17:32,,,,
ibavr,125,2024-06-09 18:00:00.000000 UTC,2024-06-09,18:38,,,,
ibavr,131,2024-06-23 18:00:00.000000 UTC,2024-06-23,18:00,,,,
ibazs,1047,2023-09-17 09:50:00.000000 UTC,2023-09-17,09:56,2023-09-17,11:57,2023-09-17,12:00
ibazs,1093,2023-09-17 09:50:00.000000 UTC,,,2023-09-17,10:05,2023-09-17,10:05
ibazs,1126,2023-09-17 09:50:00.000000 UTC,2023-09-17,10:38,2023-09-17,11:51,2023-09-17,11:56
ibazs,1153,2023-09-17 09:50:00.000000 UTC,2023-09-17,10:07,2023-09-17,11:52,2023-09-17,11:56
ibazs,1168,2023-09-17 09:50:00.000000 UTC,2023-09-17,10:33,2023-09-17,11:52,2023-09-17,11:53
ibazs,1418,2023-09-17 09:50:00.000000 UTC,2023-09-17,11:30,,,2023-09-17,12:01
ibazs,1440,2023-09-17 09:50:00.000000 UTC,,,,,2023-09-17,11:52
ibazs,1478,2023-09-17 09:50:00.000000 UTC,2023-09-17,10:42,2023-09-17,11:57,2023-09-17,12:01
ibazs,1596,2023-09-17 09:50:00.000000 UTC,2023-09-17,09:57,2023-09-17,11:57,2023-09-17,12:00
ibazs,1009,2023-09-17 18:30:00.000000 UTC,2023-09-17,18:26,2023-09-17,20:20,2023-09-17,20:23
ibazs,1036,2023-09-17 18:30:00.000000 UTC,,,,,2023-09-17,20:30
ibazs,1099,2023-09-17 18:30:00.000000 UTC,2023-09-17,18:27,2023-09-17,20:18,2023-09-17,20:19
ibazs,1174,2023-09-17 18:30:00.000000 UTC,,,2023-09-17,20:29,2023-09-17,20:30
ibazs,1626,2023-09-17 18:30:00.000000 UTC,,,2023-09-17,20:20,2023-09-17,20:23
ibazs,1646,2023-09-17 18:30:00.000000 UTC,,,,,2023-09-17,20:30
ibazs,1013,2023-09-24 10:00:00.000000 UTC,,,,,2023-09-24,11:54
ibazs,1065,2023-09-24 10:00:00.000000 UTC,2023-09-24,10:17,2023-09-24,10:35,2023-09-24,11:08
ibazs,1130,2023-09-24 10:00:00.000000 UTC,2023-09-24,09:59,2023-09-24,12:03,2023-09-24,12:03
ibazs,1213,2023-09-24 10:00:00.000000 UTC,2023-09-24,10:05,2023-09-24,11:58,2023-09-24,11:58
ibazs,1233,2023-09-24 10:00:00.000000 UTC,2023-09-24,09:46,2023-09-24,12:04,2023-09-24,12:04
ibazs,1338,2023-09-24 10:00:00.000000 UTC,2023-09-24,11:14,,,2023-09-24,12:15
ibazs,1343,2023-09-24 10:00:00.000000 UTC,,,2023-09-24,12:00,2023-09-24,12:00
ibazs,1475,2023-09-24 10:00:00.000000 UTC,2023-09-24,10:58,,,2023-09-24,12:18
ibazs,1115,2023-09-24 18:10:00.000000 UTC,2023-09-24,18:15,,,,
ibazs,1192,2023-09-24 18:10:00.000000 UTC,2023-09-24,18:30,,,,
ibazs,1276,2023-09-24 18:10:00.000000 UTC,2023-09-24,18:15,2023-09-24,20:25,2023-09-24,20:25
ibazs,1593,2023-09-24 18:10:00.000000 UTC,2023-09-24,18:20,2023-09-24,20:26,2023-09-24,20:26
ibazs,1653,2023-09-24 18:10:00.000000 UTC,2023-09-24,18:28,,,,
ibazs,1009,2023-10-01 09:48:00.000000 UTC,2023-10-01,09:48,,,,
ibazs,1224,2023-10-01 09:48:00.000000 UTC,2023-10-01,09:48,,,,
ibazs,1335,2023-10-01 09:48:00.000000 UTC,2023-10-01,10:00,,,,
